tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2025-BRISBANEIN,Brisbane International,Hard,,A,20241229,1,126846,,,Vukic A.,R,188.0,AUS,,105676,,,Goffin D.,R,180.0,BEL,,6-2 6-3,3,1st Round,,,,,,,,,,,,,,,,,,,,68,778,52.0,1037.0
2025-BRISBANEIN,Brisbane International,Hard,,A,20241230,2,210506,,,Michelsen A.,R,193.0,USA,,143199,,,O Connell C.,U,,USA,,6-4 4-6 7-6,3,1st Round,,,,,,,,,,,,,,,,,,,,41,1245,64.0,795.0
2025-BRISBANEIN,Brisbane International,Hard,,A,20241230,3,130483,,,Bonzi B.,U,,ITA,,126214,,,Tabilo A.,L,188.0,CHI,,6-7 7-6 6-4,3,1st Round,,,,,,,,,,,,,,,,,,,,75,730,23.0,1943.0
2025-BRISBANEIN,Brisbane International,Hard,,A,20241230,4,208506,,,Nishioka Y.,U,,JPN,,126239,,,Rinderknech A.,R,196.0,FRA,,6-3 6-4,3,1st Round,,,,,,,,,,,,,,,,,,,,69,776,59.0,927.0
2025-BRISBANEIN,Brisbane International,Hard,,A,20241230,5,212384,,,Thompson J.,U,,USA,,202235,,,Berrettini M.,R,193.0,ITA,,3-6 6-3 6-4,3,1st Round,,,,,,,,,,,,,,,,,,,,26,1745,34.0,1380.0
2025-BRISBANEIN,Brisbane International,Hard,,A,20241230,6,111797,,,Jarry N.,R,201.0,CHI,,208363,,,Navone M.,R,178.0,ARG,,7-5 7-6,3,1st Round,,,,,,,,,,,,,,,,,,,,35,1370,47.0,1148.0
2025-BRISBANEIN,Brisbane International,Hard,,A,20241230,7,209317,,,Dimitrov G.,U,,BUL,,105870,,,Hanfmann Y.,R,193.0,GER,,7-6 6-3,3,1st Round,,,,,,,,,,,,,,,,,,,,10,3350,96.0,627.0
2025-BRISBANEIN,Brisbane International,Hard,,A,20241230,8,208103,,,Lehecka J.,R,185.0,CZE,,208029,,,Rune H.,R,188.0,DEN,,7-5 6-3,3,1st Round,,,,,,,,,,,,,,,,,,,,28,1660,13.0,3025.0
2025-BRISBANEIN,Brisbane International,Hard,,A,20241231,9,124187,,,Opelka R.,R,211.0,USA,,206764,,,Gomez F.,U,,COL,,7-5 6-4,3,1st Round,,,,,,,,,,,,,,,,,,,,293,176,137.0,442.0
2025-BRISBANEIN,Brisbane International,Hard,,A,20241231,10,208286,,,Arnaldi M.,R,185.0,ITA,,202270,,,Popyrin A.,R,185.0,AUS,,6-3 6-2,3,1st Round,,,,,,,,,,,,,,,,,,,,37,1345,24.0,1865.0
2025-BRISBANEIN,Brisbane International,Hard,,A,20241231,11,126207,,,Tiafoe F.,R,188.0,USA,,208834,,,Walton A.,R,,GBR,,7-6 6-3,3,1st Round,,,,,,,,,,,,,,,,,,,,18,2585,93.0,636.0
2025-BRISBANEIN,Brisbane International,Hard,,A,20241231,12,210150,,,Mensik J.,R,193.0,CZE,,105062,,,Kukushkin M.,R,183.0,KAZ,,7-6 6-4,3,1st Round,,,,,,,,,,,,,,,,,,,,48,1136,113.0,542.0
2025-BRISBANEIN,Brisbane International,Hard,,A,20241231,13,105583,,,Lajovic D.,R,183.0,SRB,,209070,,,Cazaux A.,R,183.0,FRA,,6-4 6-4,3,1st Round,,,,,,,,,,,,,,,,,,,,81,710,63.0,807.0
2025-BRISBANEIN,Brisbane International,Hard,,A,20241231,14,,,,Mpetshi G.,,,,,106401,,,Kyrgios N.,R,193.0,AUS,,7-6 6-7 7-6,3,1st Round,,,,,,,,,,,,,,,,,,,,31,1561,,
2025-BRISBANEIN,Brisbane International,Hard,,A,20241231,15,127900,,,Monfils G.,R,,FRA,,210460,,,Basavareddy N.,R,180.0,USA,,6-4 4-6 6-1,3,1st Round,,,,,,,,,,,,,,,,,,,,55,1005,138.0,440.0
2025-BRISBANEIN,Brisbane International,Hard,,A,20241231,16,110463,,,Djokovic N.,R,,SRB,,208014,,,Hijikata R.,R,178.0,AUS,,6-3 6-3,3,1st Round,,,,,,,,,,,,,,,,,,,,7,3910,73.0,746.0
2025-BRISBANEIN,Brisbane International,Hard,,A,20250101,17,208103,,,Lehecka J.,R,185.0,CZE,,208506,,,Nishioka Y.,U,,JPN,,6-2 6-7 6-4,3,2nd Round,,,,,,,,,,,,,,,,,,,,28,1660,69.0,776.0
2025-BRISBANEIN,Brisbane International,Hard,,A,20250101,18,111797,,,Jarry N.,R,201.0,CHI,,130483,,,Bonzi B.,U,,ITA,,6-2 6-3,3,2nd Round,,,,,,,,,,,,,,,,,,,,35,1370,75.0,730.0
2025-BRISBANEIN,Brisbane International,Hard,,A,20250101,19,209317,,,Dimitrov G.,U,,BUL,,126846,,,Vukic A.,R,188.0,AUS,,6-2 7-6,3,2nd Round,,,,,,,,,,,,,,,,,,,,10,3350,68.0,778.0
2025-BRISBANEIN,Brisbane International,Hard,,A,20250101,20,212384,,,Thompson J.,U,,USA,,210506,,,Michelsen A.,R,193.0,USA,,7-5 6-3,3,2nd Round,,,,,,,,,,,,,,,,,,,,26,1745,41.0,1245.0
2025-BRISBANEIN,Brisbane International,Hard,,A,20250102,21,210150,,,Mensik J.,R,193.0,CZE,,105583,,,Lajovic D.,R,183.0,SRB,,6-3 6-2,3,2nd Round,,,,,,,,,,,,,,,,,,,,48,1136,81.0,710.0
2025-BRISBANEIN,Brisbane International,Hard,,A,20250102,22,124187,,,Opelka R.,R,211.0,USA,,208286,,,Arnaldi M.,R,185.0,ITA,,7-6 7-6,3,2nd Round,,,,,,,,,,,,,,,,,,,,293,176,37.0,1345.0
2025-BRISBANEIN,Brisbane International,Hard,,A,20250102,23,,,,Mpetshi G.,,,,,126207,,,Tiafoe F.,R,188.0,USA,,6-4 7-6,3,2nd Round,,,,,,,,,,,,,,,,,,,,31,1561,18.0,2585.0
2025-BRISBANEIN,Brisbane International,Hard,,A,20250102,24,110463,,,Djokovic N.,R,,SRB,,127900,,,Monfils G.,R,,FRA,,6-3 6-3,3,2nd Round,,,,,,,,,,,,,,,,,,,,7,3910,55.0,1005.0
2025-BRISBANEIN,Brisbane International,Hard,,A,20250103,25,208103,,,Lehecka J.,R,185.0,CZE,,111797,,,Jarry N.,R,201.0,CHI,,6-4 6-4,3,Quarterfinals,,,,,,,,,,,,,,,,,,,,28,1660,35.0,1370.0
2025-BRISBANEIN,Brisbane International,Hard,,A,20250103,26,,,,Mpetshi G.,,,,,210150,,,Mensik J.,R,193.0,CZE,,7-5 7-6,3,Quarterfinals,,,,,,,,,,,,,,,,,,,,31,1561,48.0,1136.0
2025-BRISBANEIN,Brisbane International,Hard,,A,20250103,27,124187,,,Opelka R.,R,211.0,USA,,110463,,,Djokovic N.,R,,SRB,,7-6 6-3,3,Quarterfinals,,,,,,,,,,,,,,,,,,,,293,176,7.0,3910.0
2025-BRISBANEIN,Brisbane International,Hard,,A,20250104,28,124187,,,Opelka R.,R,211.0,USA,,,,,Mpetshi G.,,,,,6-3 7-6,3,Semifinals,,,,,,,,,,,,,,,,,,,,293,176,31.0,1561.0
2025-HONGKONGTE,Hong Kong Tennis Open,Hard,,A,20241230,1,200175,,,Kecmanovic M.,R,183.0,SRB,,212625,,,Darderi L.,U,,ITA,,6-3 6-3,3,1st Round,,,,,,,,,,,,,,,,,,,,54,1021,44.0,1198.0
2025-HONGKONGTE,Hong Kong Tennis Open,Hard,,A,20241230,2,206681,,,Marozsan F.,R,193.0,HUN,,126128,,,Safiullin R.,R,185.0,RUS,,6-1 7-6,3,1st Round,,,,,,,,,,,,,,,,,,,,58,935,60.0,923.0
2025-HONGKONGTE,Hong Kong Tennis Open,Hard,,A,20241230,3,132283,,,Sonego L.,R,191.0,ITA,,210416,,,Nakashima B.,U,,USA,,7-6 6-3,3,1st Round,,,,,,,,,,,,,,,,,,,,53,1026,38.0,1335.0
2025-HONGKONGTE,Hong Kong Tennis Open,Hard,,A,20241230,4,111815,,,Norrie C.,L,188.0,GBR,,210530,,,Tien L.,L,180.0,USA,,6-3 7-5,3,1st Round,,,,,,,,,,,,,,,,,,,,49,1119,122.0,493.0
2025-HONGKONGTE,Hong Kong Tennis Open,Hard,,A,20241231,5,200267,,,Bergs Z.,R,185.0,BEL,,208279,,,Moro Canas A.,R,183.0,ESP,,6-4 6-4,3,1st Round,,,,,,,,,,,,,,,,,,,,71,768,169.0,345.0
2025-HONGKONGTE,Hong Kong Tennis Open,Hard,,A,20241231,6,212033,,,Muller A.,U,,USA,,209221,,,Huesler M.A.,U,,CHN,,2-6 6-4 6-3,3,1st Round,,,,,,,,,,,,,,,,,,,,67,778,159.0,376.0
2025-HONGKONGTE,Hong Kong Tennis Open,Hard,,A,20241231,7,201488,,,Borges N.,R,,POR,,,,,Bu Y.,,,,,3-6 6-3 7-6,3,1st Round,,,,,,,,,,,,,,,,,,,,36,1355,65.0,784.0
2025-HONGKONGTE,Hong Kong Tennis Open,Hard,,A,20241231,8,144719,,,Munar J.,R,183.0,ESP,,200221,,,Davidovich Fokina A.,R,183.0,ESP,,4-6 6-3 6-3,3,1st Round,,,,,,,,,,,,,,,,,,,,62,832,61.0,845.0
2025-HONGKONGTE,Hong Kong Tennis Open,Hard,,A,20241231,9,213647,,,Martinez P.,U,,USA,,208859,,,Passaro F.,R,180.0,ITA,,6-4 6-4,3,1st Round,,,,,,,,,,,,,,,,,,,,43,1205,108.0,570.0
2025-HONGKONGTE,Hong Kong Tennis Open,Hard,,A,20241231,10,105453,,,Nishikori K.,R,178.0,JPN,,133430,,,Shapovalov D.,L,185.0,CAN,,6-2 6-3,3,1st Round,,,,,,,,,,,,,,,,,,,,106,578,56.0,981.0
2025-HONGKONGTE,Hong Kong Tennis Open,Hard,,A,20241231,11,209113,,,Diallo G.,R,203.0,CAN,,106148,,,Carballes Baena R.,R,183.0,ESP,,4-6 7-6 7-5,3,1st Round,,,,,,,,,,,,,,,,,,,,87,643,57.0,981.0
2025-HONGKONGTE,Hong Kong Tennis Open,Hard,,A,20241231,12,210234,,,Shang J.,L,,CHN,,212971,,,Wong C.,U,,HKG,,7-6 6-4,3,1st Round,,,,,,,,,,,,,,,,,,,,50,1115,170.0,340.0
2025-HONGKONGTE,Hong Kong Tennis Open,Hard,,A,20250101,13,212033,,,Muller A.,U,,USA,,200175,,,Kecmanovic M.,R,183.0,SRB,,5-7 7-6 7-6,3,2nd Round,,,,,,,,,,,,,,,,,,,,67,778,54.0,1021.0
2025-HONGKONGTE,Hong Kong Tennis Open,Hard,,A,20250101,14,111815,,,Norrie C.,L,188.0,GBR,,132283,,,Sonego L.,R,191.0,ITA,,6-2 4-6 6-1,3,2nd Round,,,,,,,,,,,,,,,,,,,,49,1119,53.0,1026.0
2025-HONGKONGTE,Hong Kong Tennis Open,Hard,,A,20250101,15,209950,,,Fils A.,R,185.0,FRA,,200267,,,Bergs Z.,R,185.0,BEL,,7-6 6-4,3,2nd Round,,,,,,,,,,,,,,,,,,,,20,2355,71.0,768.0
2025-HONGKONGTE,Hong Kong Tennis Open,Hard,,A,20250101,16,105453,,,Nishikori K.,R,178.0,JPN,,111575,,,Khachanov K.,R,198.0,RUS,,4-6 6-3 7-5,3,2nd Round,,,,,,,,,,,,,,,,,,,,106,578,19.0,2410.0
2025-HONGKONGTE,Hong Kong Tennis Open,Hard,,A,20250102,17,144719,,,Munar J.,R,183.0,ESP,,201488,,,Borges N.,R,,POR,,6-3 7-5,3,2nd Round,,,,,,,,,,,,,,,,,,,,62,832,36.0,1355.0
2025-HONGKONGTE,Hong Kong Tennis Open,Hard,,A,20250102,18,207518,,,Musetti L.,R,185.0,ITA,,209113,,,Diallo G.,R,203.0,CAN,,6-4 6-3,3,2nd Round,,,,,,,,,,,,,,,,,,,,17,2600,87.0,643.0
2025-HONGKONGTE,Hong Kong Tennis Open,Hard,,A,20250102,19,210234,,,Shang J.,L,,CHN,,213647,,,Martinez P.,U,,USA,,6-3 6-1,3,2nd Round,,,,,,,,,,,,,,,,,,,,50,1115,43.0,1205.0
2025-HONGKONGTE,Hong Kong Tennis Open,Hard,,A,20250102,20,206681,,,Marozsan F.,R,193.0,HUN,,126094,,,Rublev A.,R,188.0,RUS,,7-5 3-6 6-3,3,2nd Round,,,,,,,,,,,,,,,,,,,,58,935,8.0,3760.0
2025-HONGKONGTE,Hong Kong Tennis Open,Hard,,A,20250103,21,212033,,,Muller A.,U,,USA,,209950,,,Fils A.,R,185.0,FRA,,3-6 6-3 6-1,3,Quarterfinals,,,,,,,,,,,,,,,,,,,,67,778,20.0,2355.0
2025-HONGKONGTE,Hong Kong Tennis Open,Hard,,A,20250103,22,144719,,,Munar J.,R,183.0,ESP,,207518,,,Musetti L.,R,185.0,ITA,,2-6 7-6 7-5,3,Quarterfinals,,,,,,,,,,,,,,,,,,,,62,832,17.0,2600.0
2025-HONGKONGTE,Hong Kong Tennis Open,Hard,,A,20250103,23,210234,,,Shang J.,L,,CHN,,206681,,,Marozsan F.,R,193.0,HUN,,1-6 6-3 6-4,3,Quarterfinals,,,,,,,,,,,,,,,,,,,,50,1115,58.0,935.0
2025-HONGKONGTE,Hong Kong Tennis Open,Hard,,A,20250103,24,105453,,,Nishikori K.,R,178.0,JPN,,111815,,,Norrie C.,L,188.0,GBR,,6-3 3-6 6-2,3,Quarterfinals,,,,,,,,,,,,,,,,,,,,106,578,49.0,1119.0
2025-HONGKONGTE,Hong Kong Tennis Open,Hard,,A,20250104,25,212033,,,Muller A.,U,,USA,,144719,,,Munar J.,R,183.0,ESP,,7-6 6-4,3,Semifinals,,,,,,,,,,,,,,,,,,,,67,778,62.0,832.0
2025-HONGKONGTE,Hong Kong Tennis Open,Hard,,A,20250105,26,212033,,,Muller A.,U,,USA,,105453,,,Nishikori K.,R,178.0,JPN,,2-6 6-1 6-3,3,The Final,,,,,,,,,,,,,,,,,,,,67,778,106.0,578.0
2025-ADELAIDEIN,Adelaide International,Hard,,A,20250106,1,133430,,,Shapovalov D.,L,185.0,CAN,,,,,Zhang Zh.,,,,,6-3 6-4,3,1st Round,,,,,,,,,,,,,,,,,,,,58,981,47.0,1140.0
2025-ADELAIDEIN,Adelaide International,Hard,,A,20250106,2,200221,,,Davidovich Fokina A.,R,183.0,ESP,,105138,,,Bautista Agut R.,R,183.0,ESP,,7-5 6-2,3,1st Round,,,,,,,,,,,,,,,,,,,,68,775,51.0,1067.0
2025-ADELAIDEIN,Adelaide International,Hard,,A,20250106,3,143199,,,O Connell C.,U,,USA,,126239,,,Rinderknech A.,R,196.0,FRA,,7-5 7-6,3,1st Round,,,,,,,,,,,,,,,,,,,,64,795,60.0,927.0
2025-ADELAIDEIN,Adelaide International,Hard,,A,20250106,4,138270,,,Kokkinakis T.,R,,GRE,,208506,,,Nishioka Y.,U,,JPN,,6-3 3-6 6-3,3,1st Round,,,,,,,,,,,,,,,,,,,,77,716,63.0,807.0
2025-ADELAIDEIN,Adelaide International,Hard,,A,20250107,5,207916,,,Tu L.,U,,VIE,,105902,,,Duckworth J.,R,183.0,AUS,,6-1 7-5,3,1st Round,,,,,,,,,,,,,,,,,,,,179,323,94.0,624.0
2025-ADELAIDEIN,Adelaide International,Hard,,A,20250107,6,131905,,,Guinard M.,R,198.0,FRA,,126128,,,Safiullin R.,R,185.0,RUS,,7-6 2-6 6-1,3,1st Round,,,,,,,,,,,,,,,,,,,,261,209,62.0,823.0
2025-ADELAIDEIN,Adelaide International,Hard,,A,20250107,7,139377,,,Giron M.,U,,ESA,,126846,,,Vukic A.,R,188.0,AUS,,6-2 3-6 6-3,3,1st Round,,,,,,,,,,,,,,,,,,,,45,1150,67.0,778.0
2025-ADELAIDEIN,Adelaide International,Hard,,A,20250107,8,200175,,,Kecmanovic M.,R,183.0,SRB,,122330,,,Bublik A.,R,196.0,KAZ,,6-4 6-2,3,1st Round,,,,,,,,,,,,,,,,,,,,55,1021,33.0,1420.0
2025-ADELAIDEIN,Adelaide International,Hard,,A,20250107,9,209070,,,Cazaux A.,R,183.0,FRA,,208834,,,Walton A.,R,,GBR,,7-5 6-1,3,1st Round,,,,,,,,,,,,,,,,,,,,80,707,91.0,636.0
2025-ADELAIDEIN,Adelaide International,Hard,,A,20250107,10,210416,,,Nakashima B.,U,,USA,,105870,,,Hanfmann Y.,R,193.0,GER,,6-1 2-6 6-3,3,1st Round,,,,,,,,,,,,,,,,,,,,37,1335,98.0,615.0
2025-ADELAIDEIN,Adelaide International,Hard,,A,20250107,11,208014,,,Hijikata R.,R,178.0,AUS,,105676,,,Goffin D.,R,180.0,BEL,,6-1 6-2,3,1st Round,,,,,,,,,,,,,,,,,,,,79,712,53.0,1029.0
2025-ADELAIDEIN,Adelaide International,Hard,,A,20250107,12,144869,,,Etcheverry T.,R,196.0,ARG,,209262,,,Schoolkate T.,R,183.0,AUS,,7-6 6-3,3,1st Round,,,,,,,,,,,,,,,,,,,,39,1315,173.0,336.0
2025-ADELAIDEIN,Adelaide International,Hard,,A,20250108,13,,,,Auger-Aliassime F.,,,,,209070,,,Cazaux A.,R,183.0,FRA,,1-6 6-4 7-5,3,2nd Round,,,,,,,,,,,,,,,,,,,,29,1680,80.0,707.0
2025-ADELAIDEIN,Adelaide International,Hard,,A,20250108,14,139377,,,Giron M.,U,,ESA,,133430,,,Shapovalov D.,L,185.0,CAN,,7-5 6-2,3,2nd Round,,,,,,,,,,,,,,,,,,,,45,1150,58.0,981.0
2025-ADELAIDEIN,Adelaide International,Hard,,A,20250108,15,200175,,,Kecmanovic M.,R,183.0,SRB,,143199,,,O Connell C.,U,,USA,,7-6 6-2,3,2nd Round,,,,,,,,,,,,,,,,,,,,55,1021,64.0,795.0
2025-ADELAIDEIN,Adelaide International,Hard,,A,20250108,16,208014,,,Hijikata R.,R,178.0,AUS,,210416,,,Nakashima B.,U,,USA,,6-2 3-6 7-6,3,2nd Round,,,,,,,,,,,,,,,,,,,,79,712,37.0,1335.0
2025-ADELAIDEIN,Adelaide International,Hard,,A,20250108,17,130483,,,Bonzi B.,U,,ITA,,207916,,,Tu L.,U,,VIE,,6-3 6-3,3,2nd Round,,,,,,,,,,,,,,,,,,,,70,762,179.0,323.0
2025-ADELAIDEIN,Adelaide International,Hard,,A,20250108,18,200624,,,Korda S.,R,196.0,USA,,200221,,,Davidovich Fokina A.,R,183.0,ESP,,6-3 6-3,3,2nd Round,,,,,,,,,,,,,,,,,,,,22,1985,68.0,775.0
2025-ADELAIDEIN,Adelaide International,Hard,,A,20250108,19,211922,,,Paul T.,U,,GBR,,131905,,,Guinard M.,R,198.0,FRA,,6-4 3-6 6-3,3,2nd Round,,,,,,,,,,,,,,,,,,,,12,3145,261.0,209.0
2025-ADELAIDEIN,Adelaide International,Hard,,A,20250108,20,138270,,,Kokkinakis T.,R,,GRE,,144869,,,Etcheverry T.,R,196.0,ARG,,7-5 4-6 7-6,3,2nd Round,,,,,,,,,,,,,,,,,,,,77,716,39.0,1315.0
2025-ADELAIDEIN,Adelaide International,Hard,,A,20250109,21,211922,,,Paul T.,U,,GBR,,208014,,,Hijikata R.,R,178.0,AUS,,6-3 6-4,3,Quarterfinals,,,,,,,,,,,,,,,,,,,,12,3145,79.0,712.0
2025-ADELAIDEIN,Adelaide International,Hard,,A,20250109,22,,,,Auger-Aliassime F.,,,,,139377,,,Giron M.,U,,ESA,,7-6 6-3,3,Quarterfinals,,,,,,,,,,,,,,,,,,,,29,1680,45.0,1150.0
2025-ADELAIDEIN,Adelaide International,Hard,,A,20250109,23,200175,,,Kecmanovic M.,R,183.0,SRB,,130483,,,Bonzi B.,U,,ITA,,6-2 6-3,3,Quarterfinals,,,,,,,,,,,,,,,,,,,,55,1021,70.0,762.0
2025-ADELAIDEIN,Adelaide International,Hard,,A,20250110,24,,,,Auger-Aliassime F.,,,,,211922,,,Paul T.,U,,GBR,,7-6 3-6 6-4,3,Semifinals,,,,,,,,,,,,,,,,,,,,29,1680,12.0,3145.0
2025-ADELAIDEIN,Adelaide International,Hard,,A,20250110,25,200624,,,Korda S.,R,196.0,USA,,200175,,,Kecmanovic M.,R,183.0,SRB,,6-3 7-6,3,Semifinals,,,,,,,,,,,,,,,,,,,,22,1985,55.0,1021.0
2025-ADELAIDEIN,Adelaide International,Hard,,A,20250111,26,,,,Auger-Aliassime F.,,,,,200624,,,Korda S.,R,196.0,USA,,6-3 3-6 6-1,3,The Final,,,,,,,,,,,,,,,,,,,,29,1680,22.0,1985.0
2025-ASBCLASSIC,ASB Classic,Hard,,A,20250105,1,201488,,,Borges N.,R,,POR,,212625,,,Darderi L.,U,,ITA,,5-7 6-3 7-5,3,1st Round,,,,,,,,,,,,,,,,,,,,36,1370,44.0,1198.0
2025-ASBCLASSIC,ASB Classic,Hard,,A,20250106,2,106148,,,Carballes Baena R.,R,183.0,ESP,,127157,,,Altmaier D.,R,188.0,GER,,6-3 3-6 7-5,3,1st Round,,,,,,,,,,,,,,,,,,,,59,981,93.0,625.0
2025-ASBCLASSIC,ASB Classic,Hard,,A,20250106,3,200267,,,Bergs Z.,R,185.0,BEL,,209782,,,Becroft I.,U,,NZL,,6-3 7-5,3,1st Round,,,,,,,,,,,,,,,,,,,,66,783,980.0,15.0
2025-ASBCLASSIC,ASB Classic,Hard,,A,20250106,4,210506,,,Michelsen A.,R,193.0,USA,,111576,,,Nagal S.,R,178.0,IND,,6-7 6-4 6-2,3,1st Round,,,,,,,,,,,,,,,,,,,,41,1245,96.0,622.0
2025-ASBCLASSIC,ASB Classic,Hard,,A,20250106,5,208363,,,Navone M.,R,178.0,ARG,,120335,,,Mannarino A.,R,,FRA,,7-6 6-7 6-1,3,1st Round,,,,,,,,,,,,,,,,,,,,46,1148,73.0,744.0
2025-ASBCLASSIC,ASB Classic,Hard,,A,20250106,6,132283,,,Sonego L.,R,191.0,ITA,,209113,,,Diallo G.,R,203.0,CAN,,7-6 2-6 7-6,3,1st Round,,,,,,,,,,,,,,,,,,,,54,1026,87.0,646.0
2025-ASBCLASSIC,ASB Classic,Hard,,A,20250106,7,207680,,,Diaz Acosta F.,L,183.0,ARG,,111815,,,Norrie C.,L,188.0,GBR,,6-2 6-3,3,1st Round,,,,,,,,,,,,,,,,,,,,78,714,48.0,1124.0
2025-ASBCLASSIC,ASB Classic,Hard,,A,20250107,8,127900,,,Monfils G.,R,,FRA,,213647,,,Martinez P.,U,,USA,,1-6 7-6 6-3,3,1st Round,,,,,,,,,,,,,,,,,,,,52,1030,43.0,1220.0
2025-ASBCLASSIC,ASB Classic,Hard,,A,20250107,9,,,,Struff J.L.,,,,,,,,Bu Y.,,,,,6-3 6-4,3,1st Round,,,,,,,,,,,,,,,,,,,,42,1225,65.0,784.0
2025-ASBCLASSIC,ASB Classic,Hard,,A,20250107,10,210460,,,Basavareddy N.,R,180.0,USA,,207681,,,Comesana F.,R,178.0,ARG,,6-2 6-2,3,1st Round,,,,,,,,,,,,,,,,,,,,133,453,85.0,661.0
2025-ASBCLASSIC,ASB Classic,Hard,,A,20250107,11,210150,,,Mensik J.,R,193.0,CZE,,105807,,,Carreno Busta P.,R,188.0,ESP,,6-0 4-6 7-5,3,1st Round,,,,,,,,,,,,,,,,,,,,49,1122,184.0,317.0
2025-ASBCLASSIC,ASB Classic,Hard,,A,20250107,12,210460,,,Basavareddy N.,R,180.0,USA,,126214,,,Tabilo A.,L,188.0,CHI,,6-4 5-7 6-4,3,2nd Round,,,,,,,,,,,,,,,,,,,,133,453,23.0,1943.0
2025-ASBCLASSIC,ASB Classic,Hard,,A,20250107,13,200267,,,Bergs Z.,R,185.0,BEL,,208134,,,Nardi L.,R,185.0,ITA,,6-1 6-4,3,2nd Round,,,,,,,,,,,,,,,,,,,,66,783,90.0,637.0
2025-ASBCLASSIC,ASB Classic,Hard,,A,20250108,14,210506,,,Michelsen A.,R,193.0,USA,,132283,,,Sonego L.,R,191.0,ITA,,7-6 6-2,3,2nd Round,,,,,,,,,,,,,,,,,,,,41,1245,54.0,1026.0
2025-ASBCLASSIC,ASB Classic,Hard,,A,20250108,15,207680,,,Diaz Acosta F.,L,183.0,ARG,,205588,,,Baez S.,U,,ARG,,6-4 7-6,3,2nd Round,,,,,,,,,,,,,,,,,,,,78,714,28.0,1690.0
2025-ASBCLASSIC,ASB Classic,Hard,,A,20250108,16,106148,,,Carballes Baena R.,R,183.0,ESP,,207678,,,Cerundolo F.,L,183.0,ARG,,6-2 7-5,3,2nd Round,,,,,,,,,,,,,,,,,,,,59,981,31.0,1620.0
2025-ASBCLASSIC,ASB Classic,Hard,,A,20250108,17,127900,,,Monfils G.,R,,FRA,,,,,Struff J.L.,,,,,6-1 7-6,3,2nd Round,,,,,,,,,,,,,,,,,,,,52,1030,42.0,1225.0
2025-ASBCLASSIC,ASB Classic,Hard,,A,20250108,18,201488,,,Borges N.,R,,POR,,208363,,,Navone M.,R,178.0,ARG,,4-6 7-5 6-4,3,2nd Round,,,,,,,,,,,,,,,,,,,,36,1370,46.0,1148.0
2025-ASBCLASSIC,ASB Classic,Hard,,A,20250108,19,210150,,,Mensik J.,R,193.0,CZE,,212352,,,Shelton B.,U,,USA,,7-6 4-6 7-5,3,2nd Round,,,,,,,,,,,,,,,,,,,,49,1122,21.0,2330.0
2025-ASBCLASSIC,ASB Classic,Hard,,A,20250108,20,210460,,,Basavareddy N.,R,180.0,USA,,210506,,,Michelsen A.,R,193.0,USA,,2-6 6-2 6-4,3,Quarterfinals,,,,,,,,,,,,,,,,,,,,133,453,41.0,1245.0
2025-ASBCLASSIC,ASB Classic,Hard,,A,20250109,21,127900,,,Monfils G.,R,,FRA,,207680,,,Diaz Acosta F.,L,183.0,ARG,,6-3 6-1,3,Quarterfinals,,,,,,,,,,,,,,,,,,,,52,1030,78.0,714.0
2025-ASBCLASSIC,ASB Classic,Hard,,A,20250109,22,200267,,,Bergs Z.,R,185.0,BEL,,106148,,,Carballes Baena R.,R,183.0,ESP,,1-6 6-2 6-3,3,Quarterfinals,,,,,,,,,,,,,,,,,,,,66,783,59.0,981.0
2025-ASBCLASSIC,ASB Classic,Hard,,A,20250109,23,201488,,,Borges N.,R,,POR,,210150,,,Mensik J.,R,193.0,CZE,,6-7 6-2 7-6,3,Quarterfinals,,,,,,,,,,,,,,,,,,,,36,1370,49.0,1122.0
2025-ASBCLASSIC,ASB Classic,Hard,,A,20250110,24,127900,,,Monfils G.,R,,FRA,,210460,,,Basavareddy N.,R,180.0,USA,,7-6 6-4,3,Semifinals,,,,,,,,,,,,,,,,,,,,52,1030,133.0,453.0
2025-ASBCLASSIC,ASB Classic,Hard,,A,20250110,25,200267,,,Bergs Z.,R,185.0,BEL,,201488,,,Borges N.,R,,POR,,6-2 3-6 7-5,3,Semifinals,,,,,,,,,,,,,,,,,,,,66,783,36.0,1370.0
2025-ASBCLASSIC,ASB Classic,Hard,,A,20250111,26,127900,,,Monfils G.,R,,FRA,,200267,,,Bergs Z.,R,185.0,BEL,,6-3 6-4,3,The Final,,,,,,,,,,,,,,,,,,,,52,1030,66.0,783.0
2025-AUSTRALIAN,Australian Open,Hard,,G,20250112,1,200384,,,Gaston H.,L,173.0,FRA,,211352,,,Jasika O.,U,,AUS,,6-2 3-6 6-2 6-2,5,1st Round,,,,,,,,,,,,,,,,,,,,81,703,179.0,323.0
